Text,Sentiment
,1
,1
,1
Where did all my gold coins go,1
" I had 350 coins, went from lvl 91 to 92 and all coins disappeared",1
 I now have one coin,1
Ewar I  give it 5 stars ,1
,1
So far so good Lol looks like we get to criticize your game,1
 Atleast it's not a load of garbage actually rather fun would recommend,1
,1
Bugs bugs bugs no more Buttons don't work half the time,1
 And I couldn't finish the game because of a bug,1
" It's a great little game, if they manage to fix it",1
 Edit All fixed now,1
,1
Old school jam Plays really good love it 1,1
23 can't beat it,1
Fun I just bought this one and its way better then the free one,1
Great for learning Its such a great app for kids to learn,1
 There should be more free apps,1
,1
,1
,1
,1
,1
" I beat all 350 levels and once u get to 350, the game keeps ur current score and goes back to level 1",1
 I am on level 180 for the second time around,1
 Great game,1
 I have lots of hours spent on this game,1
,1
Super tank battle Cool,1
Great app,1
,1
,1
 Only issue I had was that the brightness setting came defaulted so low I couldn't read the screen in daylight,1
" Changed setting indoors to match phone brightness, works fine now",1
Just awesome game but when I changed my device I cannot transfer my level and inventory in new device,1
 I don't know why,1
 Can developer team explain me this,1
 Please help me transfer my statistics into new device,1
,1
GLITCH I am experiencing a glitch where the boss music during the Ymir fight plays over the background music,1
 It's annoying because I like the boss music and I can't listen to it because of the crappy mine music,1
Excellent design across the board Clever and elegant translation of the franchise to this platform,1
" Visual and gameplay design is fittingly sharp for a formally slick series, and the boardgame aesthetic particularly clever",1
,1
,1
 Great game but pulling tricks off can be a bit random using the on screen controls,1
 Would love to see some blood when you hit your face into the side of a cliff,1
,1
,1
,1
I love this Love it,1
Almost Flawless My cameras work very well with this app,1
Great Game I use it anytime I'm waiting for appointments or just relaxing at home,1
,1
Beast I love this game its beast,1
Good one Simple game,1
but very ADDICTIVE I frickin love it,1
keep up tha good work kairosoft,1
Blackjack trainer pro Real good for practice,1
,1
Looks good I just downloaded the app,1
 Look very professional,1
,1
Awesome app Would like to see more country riffs,1
Its An incredible app I now that its a bit hard but just try it and you will  pass  the logo,1
App works great Love it,1
,1
"Great game Occasional minor tile placement problems, game is fun and well designed",1
,1
Word search I love to look for all the words and see how many other words I can find,1
Awesoooome My favorite game right after Earthbound and Golden Sun,1
 The graphics on this is better than the GBA version,1
,1
 I really do enjoy this game,1
 It challenges me with its variety and I don't get bored,1
,1
Awesome game U should make a mudding usa game,1
"It's become critical to my weekend planning Depending on direction,strength and tides dictates where my weekend will take place",1
 App is accurate and effective,1
 Love it,1
 Also one of the few app that is better on my iPhone,1
Very addictive  lots of fun The best ever,1
Great Good fun but can't find anyone to play with online,1
 Ai doesn't put up a challenge,1
 Good variety in different characters,1
,1
"2good,,,,,,, like this application",1
It's great I absolutely love meeting and talking to new people and now u can do it on a global scale,1
,1
"If you liked 1000000000, you will LOVE YMBaB Great match 3 gameplay mixed with RPG elements",1
,1
Loooved it App was a big help,1
" Worked perfectly, I have zero complaints, and huge thanks to the builders",1
,1
Nice Game I like this game,1
Yes  very well made Good to play,1
love it I,1
 Play this by the hour,1
According to me thats a awesome application I have ever seen a before u got 10 by 10,1
 I really like this game on my LG G3 Vigor although sometimes it gets repetitive because there is not like a story line or background of this game but otherwise it is good and sometimes addicting,1
,1
Amazing app If u like anime girls this is the best app for hot anime girl pictures,1
Cool game It is a very cool game and because of this game I am a good cricket player,1
Awesome I had to find an app for my little brother and I was going to get ABC mouse but I personally don't have a credit card cause im 14,1
"Fun Good design, good variety of games",1
,1
"Hats off Not just incredible  rich sound , this app also useful in teaching chord progression of particular scales",1
,1
Number 1 This game is awesome nothing could beat this game I give it number 1 of all games,1
My son is a great drawer but thos can him even better,1
,1
,1
 why  Cause I suck ,1
,1
 Glad I purchased,1
 Glad I purchased full version,1
 Just need more songs now,1
 She talks to angels for starters,1
Scary  No Words Bro,1
,1
Really cool app Saves you the time of having to go learn some new fishing holes,1
Samsung Galaxy S4 Can't think of a thing wrong  hence 5,1
 I like the feel and atmosphere  it's kind of quiet,1
Awesome app Very useful if you wanna clear codes or just wanna find out info about your car,1
This is a favorite of mine,1
 As close to the old school Vegas slots I can play without actually being in Vegas,1
 Love all the game options,1
Excellent app Running without a single issue,1
"Love it If you made the others,  I would buy every single one of them",1
"Fun Addictve gameplaying game Since i was a little girl,",1
,1
" I have loved nothing more but playing hidden object games and also puzzle games,",1
,1
,1
God Bless You This is the best game out for Christians,1
 It is bringing knowledge and truth to the world,1
 Great Job,1
I think this is pretty kewl I've got idea for a weapon how about throwing stars or maybe blow gun a few exotic swords or even bows both compound and or cross just a thought looking toward the next update,1
Great Widget  This is what I was looking for,1
Fair play Great game,1
 Balanced logic,1
 You don't won every time and you don't feel like the game is cheating,1
,1
I love adventure of Ted 2 This is the game I truly love playing I like to play level by level adventure and this game provides new adventure in every level,1
"Challenging This game is really fun to play with, with your family for you can all guess and have fun",1
 It's a great thing to do alone or with friends and family,1
,1
 Nicely placed letters in the grid,1
Challenging and attractive word game,1
,1
Same as many before me,1
,1
,1
" I too didn't need the pro features, but wanted to support the dev",1
  Thanks for a great app,1
Omg so fun I love ninja go and this game is fun I've had it before and loved it soo much this is a must play for kids D,1
Once you get the hang of it it gets easier edit im still playing this game when iget bored ill never get tired of theguy falling its hilarious u cna change the diffuculty people,1
"Perfect with friends, or strangers Discovered this by playing with complete strangers on the bus, and had a blast Great for road trips with friends, at a party, or while waiting in long lines",1
"I love this app, very informative,  and easy to understand",1
Awesome app Easy to use,1
" I backed up my data to the Google drive,  and was able to restore all the information onto new phone in minutes",1
 ,1
,1
The best android app but lollipop ,1
,1
,1
"Cool game I've noticed that whenever someone decides to write a review for any game, it's almost always for negative reasons but this game truly is a cool game, so thanks guys",1
SD Maid Unlocker Pro Adds To SD Maid And Makes It Work Mutch Better,1
I loved this game very much Thanks,1
I love the sound of the ocean Please add more themes,1
,1
Wow Amazing Great game,1
loven it yeah,1
"Great game While I think the first game was a little more engrossing probably since I didn't know what to expect, this is a fine sequel and highly recommended",1
